length,probability_a,probability_b,optimal_lipschitz_function
4.520000000000000462e+00,7.315033760206893953e-28,9.920372333700072522e-29,1.080000000000000515e+00
4.530000000000000249e+00,1.089451391715640052e-28,5.345573872249688882e-29,1.090000000000000524e+00
4.540000000000000036e+00,1.446141963580956592e-28,2.872615138297322087e-29,1.100000000000000533e+00
4.549999999999999822e+00,5.753034896214763996e-28,1.539498907405315275e-29,1.110000000000000542e+00
4.560000000000000497e+00,1.281069658772871954e-27,8.228150585314493395e-30,1.120000000000000551e+00
4.570000000000000284e+00,1.868119457431500159e-27,4.385792179149690771e-30,1.130000000000000560e+00
4.580000000000000071e+00,1.996363171771233629e-27,2.331411280138360644e-30,1.140000000000000568e+00
4.589999999999999858e+00,1.759823952185039117e-27,1.235995277050898830e-30,1.150000000000000577e+00
4.600000000000000533e+00,1.314089577194236756e-27,6.534973622552969277e-31,1.160000000000000586e+00
4.610000000000000320e+00,6.609249463008582252e-28,3.445894713123586945e-31,1.170000000000000595e+00
4.620000000000000107e+00,1.368310479890874398e-28,1.812146578869744043e-31,1.180000000000000604e+00
4.629999999999999893e+00,3.407178461525965921e-28,9.504292788470461207e-32,1.190000000000000613e+00
4.639999999999999680e+00,1.119308519559786820e-27,4.971454312834905747e-32,1.200000000000000622e+00
4.650000000000000355e+00,1.464624934086380306e-27,2.593499994954517648e-32,1.210000000000000631e+00
4.660000000000000142e+00,9.281530246173880582e-28,1.349367308557391387e-32,1.220000000000000639e+00
4.669999999999999929e+00,2.577127083590385621e-28,7.001921261543912880e-33,1.230000000000000648e+00
4.679999999999999716e+00,1.310114967140527556e-28,3.623675752465022466e-33,1.240000000000000657e+00
4.690000000000000391e+00,2.316860381903644683e-28,1.870374013751169531e-33,1.250000000000000666e+00
4.700000000000000178e+00,1.462302443762007037e-28,9.628453953415174306e-34,1.260000000000000675e+00
4.709999999999999964e+00,1.772896571433458340e-28,4.943511625746018632e-34,1.270000000000000684e+00
4.719999999999999751e+00,6.239888979323110174e-28,2.531438574023891660e-34,1.280000000000000693e+00
4.730000000000000426e+00,1.177089960595932406e-27,1.292867379702801634e-34,1.290000000000000702e+00
4.740000000000000213e+00,1.634727384198103595e-27,6.585628421681790784e-35,1.300000000000000711e+00
4.750000000000000000e+00,2.301021069842160212e-27,3.345792710072959786e-35,1.310000000000000719e+00
4.759999999999999787e+00,3.072964387639137313e-27,1.695357506829946541e-35,1.320000000000000728e+00
4.770000000000000462e+00,3.073982564851755664e-27,8.568127032576758774e-36,1.330000000000000737e+00
4.780000000000000249e+00,1.913139087794255158e-27,4.318915591748903071e-36,1.340000000000000746e+00
4.790000000000000036e+00,5.189954217704659422e-28,2.171348935372104716e-36,1.350000000000000755e+00
4.799999999999999822e+00,2.124927534678163127e-31,1.088810919402074535e-36,1.360000000000000764e+00
4.810000000000000497e+00,2.902479471860514606e-28,5.445592133946698027e-37,1.370000000000000773e+00
4.820000000000000284e+00,5.493866409669254468e-28,2.716498009181151366e-37,1.380000000000000782e+00
4.830000000000000071e+00,3.965528729479070329e-28,1.351596769545829527e-37,1.390000000000000790e+00
4.839999999999999858e+00,1.503771191395311606e-28,6.707492553050477218e-38,1.400000000000000799e+00
4.850000000000000533e+00,1.700293871473778709e-28,3.320093941588427231e-38,1.410000000000000808e+00
4.860000000000000320e+00,4.180842311210773931e-28,1.639152932447502026e-38,1.420000000000000817e+00
4.870000000000000107e+00,5.698503776046503127e-28,8.071779890042509178e-39,1.430000000000000826e+00
4.879999999999999893e+00,4.007956658073913098e-28,3.964620972411902009e-39,1.440000000000000835e+00
4.889999999999999680e+00,1.520117307730049092e-28,1.942309134125952276e-39,1.450000000000000844e+00
4.900000000000000355e+00,3.856138322644428062e-28,9.491200013654514881e-40,1.460000000000000853e+00
4.910000000000000142e+00,1.240147236585740267e-27,4.626065366499635321e-40,1.470000000000000862e+00
4.919999999999999929e+00,2.046889879425557341e-27,2.249013358051057536e-40,1.480000000000000870e+00
4.929999999999999716e+00,2.045920299102688458e-27,1.090595475698074399e-40,1.490000000000000879e+00
4.940000000000000391e+00,1.290851702835562267e-27,5.275073123463697294e-41,1.500000000000000888e+00
4.950000000000000178e+00,4.731706901884060835e-28,2.545002152119132386e-41,1.510000000000000897e+00
4.959999999999999964e+00,6.117239448115878661e-29,1.224741501770130036e-41,1.520000000000000906e+00
4.969999999999999751e+00,1.953782788356900377e-29,5.878940339384719381e-42,1.530000000000000915e+00
4.980000000000000426e+00,1.869604973319764188e-28,2.814840089852102657e-42,1.540000000000000924e+00
4.990000000000000213e+00,4.756292496616355499e-28,1.344343250195918057e-42,1.550000000000000933e+00
5.000000000000000000e+00,7.685948265905078119e-28,6.404276692055337446e-43,1.560000000000000941e+00
5.009999999999999787e+00,9.771463481007142412e-28,3.043232779239155573e-43,1.570000000000000950e+00
5.020000000000000462e+00,1.166044496405384283e-27,1.442471095351281840e-43,1.580000000000000959e+00
5.030000000000000249e+00,1.394331582100541759e-27,6.820050785925407070e-44,1.590000000000000968e+00
5.040000000000000036e+00,1.536320290905086951e-27,3.216461199049955549e-44,1.600000000000000977e+00
5.049999999999999822e+00,1.452639658980390803e-27,1.513146272879313715e-44,1.610000000000000986e+00
5.060000000000000497e+00,1.191584777235037289e-27,7.100632852213579891e-45,1.620000000000000995e+00
5.070000000000000284e+00,8.544913259269437229e-28,3.323750430187509432e-45,1.630000000000001004e+00
5.080000000000000071e+00,4.633396009197531429e-28,1.551946006125455560e-45,1.640000000000001013e+00
5.089999999999999858e+00,1.324041655204237577e-28,7.228418714370956697e-46,1.650000000000001021e+00
5.100000000000000533e+00,1.041115926362142896e-28,3.358382225634938146e-46,1.660000000000001030e+00
5.110000000000000320e+00,3.725889788121669864e-28,1.556462631336524362e-46,1.670000000000001039e+00
5.120000000000000107e+00,5.460760850254806535e-28,7.195660240314469365e-47,1.680000000000001048e+00
5.129999999999999893e+00,4.093037666481014941e-28,3.318391242644271986e-47,1.690000000000001057e+00
5.139999999999999680e+00,3.889231217261308665e-28,1.526550319593983120e-47,1.700000000000001066e+00
5.150000000000000355e+00,1.042442244809332224e-27,7.005237394304866348e-48,1.710000000000001075e+00
5.160000000000000142e+00,2.189145705361239320e-27,3.206744666199768681e-48,1.720000000000001084e+00
5.169999999999999929e+00,2.967525595497507116e-27,1.464324346748017041e-48,1.730000000000001092e+00
5.179999999999999716e+00,2.778545340073312089e-27,6.670265873560121231e-49,1.740000000000001101e+00
5.190000000000000391e+00,1.846212785640865774e-27,3.030983281540868809e-49,1.750000000000001110e+00
5.200000000000000178e+00,8.223890477116122306e-28,1.373915550177712353e-49,1.760000000000001119e+00
5.209999999999999964e+00,1.805186239097641853e-28,6.212611569623802857e-50,1.770000000000001128e+00
5.219999999999999751e+00,8.646486234115259376e-29,2.802383600167385061e-50,1.780000000000001137e+00
5.230000000000000426e+00,4.962378728829460123e-28,1.261019298799955460e-50,1.790000000000001146e+00
5.240000000000000213e+00,1.108416570375258566e-27,5.660544319228961506e-51,1.800000000000001155e+00
5.250000000000000000e+00,1.425140463847194865e-27,2.534769689686277406e-51,1.810000000000001164e+00
5.259999999999999787e+00,1.175013174789214002e-27,1.132307005563017552e-51,1.820000000000001172e+00
5.270000000000000462e+00,6.505495648150431527e-28,5.045878472155972010e-52,1.830000000000001181e+00
5.280000000000000249e+00,4.134470208409293643e-28,2.243147336179245667e-52,1.840000000000001190e+00
5.290000000000000036e+00,6.550718934871556436e-28,9.947838993534362083e-53,1.850000000000001199e+00
5.299999999999999822e+00,1.013146266920767369e-27,4.400997631393572320e-53,1.860000000000001208e+00
5.310000000000000497e+00,1.038845969308115508e-27,1.942345403471512985e-53,1.870000000000001217e+00
5.320000000000000284e+00,6.784322294269910145e-28,8.551774171939379619e-54,1.880000000000001226e+00
5.330000000000000071e+00,2.327732126275762557e-28,3.756141186585688931e-54,1.890000000000001235e+00
5.339999999999999858e+00,6.326948472002880779e-30,1.645830088860320213e-54,1.900000000000001243e+00
5.350000000000000533e+00,1.340251029133894317e-28,7.194273914017014436e-55,1.910000000000001252e+00
5.360000000000000320e+00,6.319854365907930635e-28,3.137251191883034079e-55,1.920000000000001261e+00
5.370000000000000107e+00,1.379381934709798662e-27,1.364813892304619668e-55,1.930000000000001270e+00
5.379999999999999893e+00,2.013104099634441659e-27,5.923260772536605372e-56,1.940000000000001279e+00
5.389999999999999680e+00,2.060488102996025870e-27,2.564560813515822697e-56,1.950000000000001288e+00
5.400000000000000355e+00,1.383839759291180194e-27,1.107723398608441565e-56,1.960000000000001297e+00
5.410000000000000142e+00,4.617646770191933465e-28,4.773284033984897013e-57,1.970000000000001306e+00
5.419999999999999929e+00,4.576603806972466921e-29,2.051976031739650055e-57,1.980000000000001315e+00
5.429999999999999716e+00,4.416263625306103922e-28,8.800306095513414306e-58,1.990000000000001323e+00
5.440000000000000391e+00,1.192993397267044192e-27,3.765261876530213318e-58,2.000000000000001332e+00
5.450000000000000178e+00,1.550014600972175566e-27,1.607185221750171997e-58,2.010000000000001119e+00
5.459999999999999964e+00,1.217556216711665444e-27,6.844022408053255582e-59,2.020000000000000906e+00
5.469999999999999751e+00,5.751062714637078516e-28,2.907589377730893562e-59,2.030000000000000693e+00
5.480000000000000426e+00,1.950594768821356419e-28,1.232344941032971535e-59,2.040000000000000480e+00
5.490000000000000213e+00,2.601185250560070137e-28,5.210872659746609991e-60,2.050000000000000266e+00
5.500000000000000000e+00,4.927354383992469476e-28,2.198209031118220486e-60,2.060000000000000053e+00
5.509999999999999787e+00,5.511314415328855372e-28,9.251438305377582912e-61,2.069999999999999840e+00
5.520000000000000462e+00,3.713705623604892948e-28,3.884477860313610310e-61,2.079999999999999627e+00
5.530000000000000249e+00,1.342454469275823192e-28,1.627198539055217438e-61,2.089999999999999414e+00
5.540000000000000036e+00,2.377811478467498472e-29,6.800397743408796953e-62,2.099999999999999201e+00
5.549999999999999822e+00,9.450354383581011770e-29,2.835406458416490584e-62,2.109999999999998987e+00
5.560000000000000497e+00,3.115446010586210109e-28,1.179464670181248149e-62,2.119999999999998774e+00
5.570000000000000284e+00,6.065875359791522881e-28,4.894907711972908398e-63,2.129999999999998561e+00
5.580000000000000071e+00,8.695358619771889898e-28,2.026727641210758153e-63,2.139999999999998348e+00
5.589999999999999858e+00,9.643981176412108541e-28,8.372187203030780977e-64,2.149999999999998135e+00
5.600000000000000533e+00,8.309590177260417267e-28,3.450455810336328478e-64,2.159999999999997922e+00
5.610000000000000320e+00,5.679244666035357002e-28,1.418761336205313023e-64,2.169999999999997708e+00
5.620000000000000107e+00,3.649179042861536718e-28,5.820213109447616282e-65,2.179999999999997495e+00
5.629999999999999893e+00,3.281174590549864765e-28,2.382135289803229401e-65,2.189999999999997282e+00
5.639999999999999680e+00,3.896940267151688449e-28,9.727321607225037047e-66,2.199999999999997069e+00
5.650000000000000355e+00,4.013948768738727773e-28,3.962969769783315365e-66,2.209999999999996856e+00
5.660000000000000142e+00,2.981710264352748897e-28,1.610831778670458504e-66,2.219999999999996643e+00
5.669999999999999929e+00,1.484873101578510398e-28,6.532551920784509357e-67,2.229999999999996430e+00
5.679999999999999716e+00,5.912164005150470127e-29,2.643139627934782901e-67,2.239999999999996216e+00
5.690000000000000391e+00,7.296295280557233686e-29,1.066996989331197053e-67,2.249999999999996003e+00
5.700000000000000178e+00,1.816680917591024891e-28,4.297475675139183321e-68,2.259999999999995790e+00
5.709999999999999964e+00,4.109912998044913362e-28,1.726919500779043136e-68,2.269999999999995577e+00
5.719999999999999751e+00,8.401394933653127219e-28,6.923735637011951282e-69,2.279999999999995364e+00
5.730000000000000426e+00,1.502841974927938875e-27,2.769617895787230079e-69,2.289999999999995151e+00
5.740000000000000213e+00,2.274068081987211397e-27,1.105379755623855897e-69,2.299999999999994937e+00
5.750000000000000000e+00,2.883221754479500861e-27,4.401662059147775200e-70,2.309999999999994724e+00
5.759999999999999787e+00,3.070488250474565145e-27,1.748786093675578550e-70,2.319999999999994511e+00
5.770000000000000462e+00,2.757682302669481492e-27,6.932226621212934700e-71,2.329999999999994298e+00
5.780000000000000249e+00,2.090706298494087787e-27,2.741739155223218482e-71,2.339999999999994085e+00
5.790000000000000036e+00,1.330969071215652074e-27,1.081927327331721403e-71,2.349999999999993872e+00
5.799999999999999822e+00,6.985241634738782290e-28,4.259806452062056312e-72,2.359999999999993658e+00
5.810000000000000497e+00,2.861541775485405450e-28,1.673411337455777478e-72,2.369999999999993445e+00
5.820000000000000284e+00,7.875716257749222892e-29,6.559003289409633961e-73,2.379999999999993232e+00
5.830000000000000071e+00,2.314056800167197003e-29,2.565054080117573250e-73,2.389999999999993019e+00
5.839999999999999858e+00,7.616494740217510808e-29,1.000875292294219953e-73,2.399999999999992806e+00
5.850000000000000533e+00,2.062586169425620198e-28,3.896632075052004083e-74,2.409999999999992593e+00
5.860000000000000320e+00,3.734995660488893268e-28,1.513652021062962542e-74,2.419999999999992379e+00
5.870000000000000107e+00,5.230343995244135000e-28,5.866662667236959474e-75,2.429999999999992166e+00
5.879999999999999893e+00,6.021273027636617239e-28,2.268745752012065649e-75,2.439999999999991953e+00
5.889999999999999680e+00,5.858111151941793091e-28,8.754097711057350574e-76,2.449999999999991740e+00
5.900000000000000355e+00,4.908725286950105476e-28,3.370303432484796673e-76,2.459999999999991527e+00
5.910000000000000142e+00,3.688286703746587497e-28,1.294672334056318475e-76,2.469999999999991314e+00
5.919999999999999929e+00,2.818067506148512615e-28,4.962324724159359538e-77,2.479999999999991100e+00
5.929999999999999716e+00,2.732123457449386892e-28,1.897781163820828464e-77,2.489999999999990887e+00
5.940000000000000391e+00,3.473554185078226899e-28,7.241756365237069865e-78,2.499999999999990674e+00
5.950000000000000178e+00,4.687676346755748016e-28,2.757272550139146539e-78,2.509999999999990461e+00
5.959999999999999964e+00,5.821308091202630995e-28,1.047501548102424177e-78,2.519999999999990248e+00
5.969999999999999751e+00,6.413209842632444504e-28,3.970726858756002141e-79,2.529999999999990035e+00
5.980000000000000426e+00,6.300024717700388350e-28,1.501851139729382741e-79,2.539999999999989821e+00
5.990000000000000213e+00,5.626910750633584767e-28,5.667955937033408740e-80,2.549999999999989608e+00
6.000000000000000000e+00,4.698321953327454078e-28,2.134370979693554669e-80,2.559999999999989395e+00
6.009999999999999787e+00,3.808136130435370702e-28,8.019704633838037853e-81,2.569999999999989182e+00
6.020000000000000462e+00,3.163473200485103265e-28,3.006720225960607026e-81,2.579999999999988969e+00
6.030000000000000249e+00,2.900203585800194338e-28,1.124799191074597316e-81,2.589999999999988756e+00
6.040000000000000036e+00,3.101048430543996297e-28,4.198609167783528230e-82,2.599999999999988542e+00
6.049999999999999822e+00,3.751071029135703813e-28,1.563815544579885054e-82,2.609999999999988329e+00
6.060000000000000497e+00,4.664913393190898203e-28,5.811876312783263865e-83,2.619999999999988116e+00
6.070000000000000284e+00,5.485245484237867207e-28,2.155257165972686330e-83,2.629999999999987903e+00
6.080000000000000071e+00,5.810780855262586782e-28,7.975076572375318572e-84,2.639999999999987690e+00
6.089999999999999858e+00,5.399917602003000059e-28,2.944589662142024365e-84,2.649999999999987477e+00
6.100000000000000533e+00,4.316541826351126897e-28,1.084850732441075621e-84,2.659999999999987264e+00
6.110000000000000320e+00,2.911271443150832686e-28,3.988150996593796973e-85,2.669999999999987050e+00
6.120000000000000107e+00,1.643522346938940574e-28,1.462954163322113190e-85,2.679999999999986837e+00
6.129999999999999893e+00,8.565454369258909583e-29,5.354864412649283657e-86,2.689999999999986624e+00
6.140000000000000568e+00,6.394913878215260872e-29,1.955806933332535486e-86,2.699999999999986411e+00
6.150000000000000355e+00,8.408154724804029104e-29,7.127944884783447964e-87,2.709999999999986198e+00
6.160000000000000142e+00,1.196761517971420914e-28,2.592176899060966758e-87,2.719999999999985985e+00
6.169999999999999929e+00,1.479562346378218324e-28,9.406498469008514349e-88,2.729999999999985771e+00
6.179999999999999716e+00,1.582130347532088108e-28,3.406085046865554819e-88,2.739999999999985558e+00
6.190000000000000391e+00,1.514964721198389330e-28,1.230688729031261852e-88,2.749999999999985345e+00
6.200000000000000178e+00,1.347709545325460165e-28,4.437182421305794986e-89,2.759999999999985132e+00
6.209999999999999964e+00,1.147831343780992431e-28,1.596370721247241227e-89,2.769999999999984919e+00
6.219999999999999751e+00,9.511528269778088829e-29,5.730977645997167650e-90,2.779999999999984706e+00
6.230000000000000426e+00,7.666549671994057431e-29,2.053020297399341177e-90,2.789999999999984492e+00
6.240000000000000213e+00,5.960318221269017444e-29,7.338856802663980223e-91,2.799999999999984279e+00
6.250000000000000000e+00,4.471238909004110768e-29,2.617792969244026667e-91,2.809999999999984066e+00
6.259999999999999787e+00,3.332536167267133029e-29,9.317833802295975314e-92,2.819999999999983853e+00
6.270000000000000462e+00,2.643022727493038391e-29,3.309546338125343420e-92,2.829999999999983640e+00
6.280000000000000249e+00,2.405100570968531149e-29,1.172996931801933323e-92,2.839999999999983427e+00
6.290000000000000036e+00,2.554538465854849761e-29,4.148596978019846612e-93,2.849999999999983213e+00
6.299999999999999822e+00,3.060168365463293602e-29,1.464140086442639493e-93,2.859999999999983000e+00
6.310000000000000497e+00,4.011871925074469115e-29,5.156346339156881580e-94,2.869999999999982787e+00
6.320000000000000284e+00,5.618078746258858197e-29,1.812093656975943844e-94,2.879999999999982574e+00
6.330000000000000071e+00,8.090681241130744132e-29,6.354762950385170576e-95,2.889999999999982361e+00
6.339999999999999858e+00,1.146708533108892118e-28,2.223818119134099874e-95,2.899999999999982148e+00
6.350000000000000533e+00,1.546394823492037466e-28,7.765714247311241945e-96,2.909999999999981934e+00
6.360000000000000320e+00,1.945150900208711399e-28,2.706118516580078284e-96,2.919999999999981721e+00
6.370000000000000107e+00,2.258521977596387224e-28,9.410149345714193295e-97,2.929999999999981508e+00
6.379999999999999893e+00,2.405889588242669060e-28,3.265363563929480587e-97,2.939999999999981295e+00
6.390000000000000568e+00,2.338526379352003741e-28,1.130714381953440528e-97,2.949999999999981082e+00
6.400000000000000355e+00,2.059214473030886075e-28,3.907164155438736254e-98,2.959999999999980869e+00
6.410000000000000142e+00,1.625295599458645299e-28,1.347282863135173751e-98,2.969999999999980655e+00
6.419999999999999929e+00,1.133475002994975116e-28,4.636020138950226828e-99,2.979999999999980442e+00
6.429999999999999716e+00,6.917442840635143010e-29,1.591923719468780807e-99,2.989999999999980229e+00
6.440000000000000391e+00,3.884776696231466112e-29,5.454947982341406980e-100,2.999999999999980016e+00
6.450000000000000178e+00,2.693045748938564578e-29,1.865311632388261739e-100,3.009999999999979803e+00
6.459999999999999964e+00,3.288302580361599002e-29,6.365105564693867553e-101,3.019999999999979590e+00
6.469999999999999751e+00,5.184068733491094308e-29,2.167475759850698387e-101,3.029999999999979376e+00
6.480000000000000426e+00,7.654777138268462544e-29,7.365433449150873399e-102,3.039999999999979163e+00
6.490000000000000213e+00,9.966939979045978964e-29,2.497691439589357531e-102,3.049999999999978950e+00
6.500000000000000000e+00,1.156976958075551447e-28,8.452334305821443368e-103,3.059999999999978737e+00
6.509999999999999787e+00,1.219461327880964859e-28,2.854387548307923779e-103,3.069999999999978524e+00
6.520000000000000462e+00,1.185287075524268059e-28,9.619413331684348154e-104,3.079999999999978311e+00
6.530000000000000249e+00,1.075762546830443612e-28,3.235076765848725675e-104,3.089999999999978098e+00
6.540000000000000036e+00,9.212916060584014505e-29,1.085730228743110630e-104,3.099999999999977884e+00
6.549999999999999822e+00,7.513388746605289430e-29,3.636315674486181904e-105,3.109999999999977671e+00
6.560000000000000497e+00,5.881330384902007255e-29,1.215358794565805526e-105,3.119999999999977458e+00
6.570000000000000284e+00,4.447372991717143580e-29,4.053700781140141885e-106,3.129999999999977245e+00
6.580000000000000071e+00,3.264472727101773181e-29,1.349286223783844656e-106,3.139999999999977032e+00
6.589999999999999858e+00,2.337084096799060432e-29,4.481905178542118104e-107,3.149999999999976819e+00
6.600000000000000533e+00,1.648876078394409791e-29,1.485690624907776742e-107,3.159999999999976605e+00
6.610000000000000320e+00,1.179440672801812878e-29,4.914758698767538884e-108,3.169999999999976392e+00
6.620000000000000107e+00,9.086583539005681269e-30,1.622501363510771709e-108,3.179999999999976179e+00
6.629999999999999893e+00,8.131545195262346461e-30,5.345372143994879231e-109,3.189999999999975966e+00
6.640000000000000568e+00,8.611558528448116885e-30,1.757445136505708573e-109,3.199999999999975753e+00
6.650000000000000355e+00,1.010595679085363688e-29,5.766303633582846188e-110,3.209999999999975540e+00
6.660000000000000142e+00,1.212223887773621405e-29,1.888104739479125727e-110,3.219999999999975326e+00
6.669999999999999929e+00,1.416545763516371566e-29,6.169762448783851294e-111,3.229999999999975113e+00
6.679999999999999716e+00,1.581794098626725000e-29,2.011988651610481814e-111,3.239999999999974900e+00
6.690000000000000391e+00,1.680091631626156668e-29,6.547843176648297771e-112,3.249999999999974687e+00
6.700000000000000178e+00,1.700049131401475840e-29,2.126608782935564072e-112,3.259999999999974474e+00
6.709999999999999964e+00,1.645531387218371384e-29,6.892780652498307169e-113,3.269999999999974261e+00
6.719999999999999751e+00,1.531551835176514721e-29,2.229563067703208809e-113,3.279999999999974047e+00
6.730000000000000426e+00,1.378869006888813942e-29,7.197214367457698896e-114,3.289999999999973834e+00
6.740000000000000213e+00,1.208827830379668709e-29,2.318619102557979760e-114,3.299999999999973621e+00
6.750000000000000000e+00,1.039518265079480829e-29,7.454449809789130509e-115,3.309999999999973408e+00
6.759999999999999787e+00,8.836945500259367038e-30,2.391794765612925512e-115,3.319999999999973195e+00
6.770000000000000462e+00,7.483477546739964937e-30,7.658703769698037968e-116,3.329999999999972982e+00
6.780000000000000249e+00,6.354822616358592214e-30,2.447431742838858223e-116,3.339999999999972768e+00
6.790000000000000036e+00,5.435334768532127858e-30,7.805321024575513654e-117,3.349999999999972555e+00
6.799999999999999822e+00,4.689254292187674876e-30,2.484258143082223317e-117,3.359999999999972342e+00
6.810000000000000497e+00,4.074206524256860838e-30,7.890951038865447378e-118,3.369999999999972129e+00
6.820000000000000284e+00,3.550864632030164128e-30,2.501436892939056915e-118,3.379999999999971916e+00
6.830000000000000071e+00,3.088434266531465733e-30,7.913675296439259960e-119,3.389999999999971703e+00
6.839999999999999858e+00,2.666538288175734144e-30,2.498597337340833550e-119,3.399999999999971489e+00
6.850000000000000533e+00,2.274516318127391815e-30,7.873078506955830195e-120,3.409999999999971276e+00
6.860000000000000320e+00,1.909225908095333326e-30,2.475848382090025941e-120,3.419999999999971063e+00
6.870000000000000107e+00,1.572282647461613852e-30,7.770260011297437558e-121,3.429999999999970850e+00
6.879999999999999893e+00,1.267425832991706607e-30,2.433772537117926477e-121,3.439999999999970637e+00
6.890000000000000568e+00,9.984272209916708612e-31,7.607785036768768901e-122,3.449999999999970424e+00
6.900000000000000355e+00,7.677217480695703560e-31,2.373401281127184983e-122,3.459999999999970210e+00
6.910000000000000142e+00,5.757553916520036609e-31,7.389578782981942648e-123,3.469999999999969997e+00
6.919999999999999929e+00,4.209248955113499744e-31,2.296173193859319852e-123,3.479999999999969784e+00
6.929999999999999716e+00,2.999244770356682695e-31,7.120769418236927062e-124,3.489999999999969571e+00
6.940000000000000391e+00,2.083059397196773422e-31,2.203877219526161460e-124,3.499999999999969358e+00
6.950000000000000178e+00,1.410862105845631545e-31,6.807488719447598020e-125,3.509999999999969145e+00
6.959999999999999964e+00,9.328389037090510249e-32,2.098584171826299334e-125,3.519999999999968932e+00
6.969999999999999751e+00,6.031895586959323637e-32,6.456641121614749876e-126,3.529999999999968718e+00
6.980000000000000426e+00,3.825598845886285776e-32,1.982570120215583138e-126,3.539999999999968505e+00
6.990000000000000213e+00,2.390475944801918641e-32,6.075653234339833238e-127,3.549999999999968292e+00
7.000000000000000000e+00,1.481089444117551530e-32,1.858235579965710330e-127,3.559999999999968079e+00
7.009999999999999787e+00,9.175403096003384319e-33,5.672216373621481490e-128,3.569999999999967866e+00
7.020000000000000462e+00,5.738774772721311485e-33,1.728024456466563810e-128,3.579999999999967653e+00
7.030000000000000249e+00,3.657232140379504215e-33,5.254034352137520481e-129,3.589999999999967439e+00
7.040000000000000036e+00,2.389125324383815561e-33,1.594346478610322058e-129,3.599999999999967226e+00
7.049999999999999822e+00,1.600737652507591231e-33,4.828587735940197293e-130,3.609999999999967013e+00
7.060000000000000497e+00,1.094182165630938447e-33,1.459506426274506216e-130,3.619999999999966800e+00
7.070000000000000284e+00,7.558763044914103644e-34,4.402924127128598988e-131,3.629999999999966587e+00
7.080000000000000071e+00,5.219788390146935251e-34,1.325642856607057095e-131,3.639999999999966374e+00
7.089999999999999858e+00,3.565833036684110941e-34,3.983481926233084515e-132,3.649999999999966160e+00
7.100000000000000533e+00,2.387872540617206307e-34,1.194678316473966837e-132,3.659999999999965947e+00
7.110000000000000320e+00,1.555078785488599416e-34,3.575952643153774282e-133,3.669999999999965734e+00
7.120000000000000107e+00,9.775952072472772438e-35,1.068282252109541739e-133,3.679999999999965521e+00
7.129999999999999893e+00,5.886151410646226586e-35,3.185184346178995602e-134,3.689999999999965308e+00
7.140000000000000568e+00,3.362949142025144527e-35,9.478470491880309147e-135,3.699999999999965095e+00
7.150000000000000355e+00,1.801296421579515453e-35,2.815126440039567611e-135,3.709999999999964881e+00
7.160000000000000142e+00,8.903948315681925343e-36,8.344769094556159707e-136,3.719999999999964668e+00
7.169999999999999929e+00,3.994290593764175297e-36,2.468813798395665338e-136,3.729999999999964455e+00
7.179999999999999716e+00,1.639583821248663511e-36,7.289886369817697935e-137,3.739999999999964242e+00
7.190000000000000391e+00,7.238775482387821789e-37,2.148386462884955752e-137,3.749999999999964029e+00
7.200000000000000178e+00,5.318376102716456811e-37,6.319228997068285276e-138,3.759999999999963816e+00
7.209999999999999964e+00,6.361652590465474778e-37,1.855139740073673206e-138,3.769999999999963602e+00
7.219999999999999751e+00,8.050888334053889574e-37,5.435641691411617022e-139,3.779999999999963389e+00
7.230000000000000426e+00,9.311407412301598206e-37,1.589598618462369901e-139,3.789999999999963176e+00
7.240000000000000213e+00,9.796745127057451734e-37,4.639673288367834689e-140,3.799999999999962963e+00
7.250000000000000000e+00,9.539949256514153320e-37,1.351609989998523482e-140,3.809999999999962750e+00
7.259999999999999787e+00,8.734070351982335240e-37,3.929888749128952236e-141,3.819999999999962537e+00
7.270000000000000462e+00,7.606194995222752361e-37,1.140446160041534954e-141,3.829999999999962323e+00
7.280000000000000249e+00,6.354542878045000276e-37,3.303206940581699400e-142,3.839999999999962110e+00
7.290000000000000036e+00,5.124807495064591894e-37,9.549135052616197969e-143,3.849999999999961897e+00
7.299999999999999822e+00,4.008518819495952057e-37,2.755245734814615154e-143,3.859999999999961684e+00
7.310000000000000497e+00,3.051898268483391327e-37,7.934608111613197338e-144,3.869999999999961471e+00
7.320000000000000284e+00,2.268128292020361314e-37,2.280658463250091858e-144,3.879999999999961258e+00
7.330000000000000071e+00,1.649163525565136508e-37,6.542827011406378247e-145,3.889999999999961044e+00
7.339999999999999858e+00,1.175335671802503058e-37,1.873448766050261555e-145,3.899999999999960831e+00
7.350000000000000533e+00,8.222875682128304506e-38,5.354145677405999977e-146,3.909999999999960618e+00
7.360000000000000320e+00,5.654535871411593400e-38,1.527254122225295319e-146,3.919999999999960405e+00
7.370000000000000107e+00,3.825912234814992299e-38,4.348164505835765247e-147,3.929999999999960192e+00
7.379999999999999893e+00,2.549233820513614570e-38,1.235591583124724321e-147,3.939999999999959979e+00
7.390000000000000568e+00,1.673862330193141350e-38,3.504443029269152678e-148,3.949999999999959766e+00
7.400000000000000355e+00,1.083668124488774202e-38,9.920622581077132398e-149,3.959999999999959552e+00
7.410000000000000142e+00,6.919999850831855099e-39,2.803079931759258512e-149,3.969999999999959339e+00
7.419999999999999929e+00,4.359666807174809844e-39,7.905137638122305902e-150,3.979999999999959126e+00
